id,n_clauses,fl_problem,nl_problem,nl_solution,fl_problem_renamed,dsl_problem_renamed
495,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b e b f b e b f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BF = BE:BF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b e b f b e b f",
496,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b e f b e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> BEF are sameclock to BEF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock b e f b e f",
497,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EF) = ∠(BE,EF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b e e f b e e f",
498,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b e e f b e e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EF = BE:EF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b e e f b e e f",
499,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,EF) = ∠(BF,EF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle b f e f b f e f",
500,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f e f b f e f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:EF = BF:EF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio b f e f b f e f",
501,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b e b g b e b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,BG) = ∠(BE,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b e b g b e b g",
502,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b e b g b e b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:BG = BE:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b e b g b e b g",
503,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b e g b e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BEG are sameclock to BEG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b e g b e g",
504,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b e e g b e e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BE,EG) = ∠(BE,EG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b e e g b e e g",
505,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b e e g b e e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BE:EG = BE:EG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b e e g b e e g",
506,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g e g b g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,EG) = ∠(BG,EG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g e g b g e g",
507,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g e g b g e g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:EG = BG:EG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g e g b g e g",
508,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,BG) = ∠(BF,BG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b f b g b f b g",
509,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b f b g b f b g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:BG = BF:BG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b f b g b f b g",
510,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b f g b f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G
 (Numerical Check)=> BFG are sameclock to BFG [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? sameclock b f g b f g",
511,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BF,FG) = ∠(BF,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b f f g b f f g",
512,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b f f g b f f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BF:FG = BF:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b f f g b f f g",
513,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(BG,FG) = ∠(BG,FG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle b g f g b g f g",
514,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g f g b g f g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> BG:FG = BG:FG [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqratio b g f g b g f g",
515,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c d c e c d c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CE) = ∠(CD,CE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c d c e c d c e,
516,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c d c e c d c e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CE = CD:CE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c d c e c d c e,
517,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock c d e c d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E
 (Numerical Check)=> CDE are sameclock to CDE [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? sameclock c d e c d e,
518,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c d d e c d d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,DE) = ∠(CD,DE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c d d e c d d e,
519,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c d d e c d d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:DE = CD:DE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c d d e c d d e,
520,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c e d e c e d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CE,DE) = ∠(CE,DE) [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqangle c e d e c e d e,
521,2,a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c e d e c e d e,,"==========================
* From theorem premises:
Points : A, B, C, D, E

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CE:DE = CE:DE [g0]
==========================",a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a ? eqratio c e d e c e d e,
522,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c d c f c d c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CF) = ∠(CD,CF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c d c f c d c f",
523,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c d c f c d c f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:CF = CD:CF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c d c f c d c f",
524,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock c d f c d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F
 (Numerical Check)=> CDF are sameclock to CDF [g0]

* Auxiliary Constructions:
Points : 

* Proof steps:
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? sameclock c d f c d f",
525,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c d d f c d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,DF) = ∠(CD,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c d d f c d d f",
526,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c d d f c d d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CD:DF = CD:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c d d f c d d f",
527,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c f d f c f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CF,DF) = ∠(CF,DF) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqangle c f d f c f d f",
528,3,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c f d f c f d f",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Ratio Chasing)=> CF:DF = CF:DF [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a ? eqratio c f d f c f d f",
529,4,"a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle c d c g c d c g",,"==========================
* From theorem premises:
Points : A, B, C, D, E, F, G

* Auxiliary Constructions:
Points : 

* Proof steps:
000.  (Angle Chasing)=> ∠(CD,CG) = ∠(CD,CG) [g0]
==========================","a b c d = eqdia_quadrangle a b c d; e = eqdistance e d b a; f = on_circle f e c, eqangle3 f e d b c a; g = on_aline g c b d e f, on_line g d a ? eqangle c d c g c d c g",
